time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-24 00:00:00+00:00,,,1,1
2021-12-26 00:00:00+00:00,,,21,3
2021-12-27 00:00:00+00:00,1.0,1.0,3,1
2021-12-29 00:00:00+00:00,,,1,1
2021-12-30 00:00:00+00:00,,,2,1
2021-12-31 00:00:00+00:00,3.0,3.0,32,5
2022-01-01 00:00:00+00:00,,,4,3
2022-01-02 00:00:00+00:00,,,1,1
