url_path,views_total,views_unique
/NBICLAB/DDN,35,4
/NBICLAB/DDN/pulse,8,3
/NBICLAB/DDN/pulls,6,1
/NBICLAB/DDN/network,5,1
/NBICLAB/DDN/branches,4,3
/NBICLAB/DDN/community,4,2
/NBICLAB/DDN/graphs/code-frequency,4,2
/NBICLAB/DDN/graphs/contributors,4,2
/NBICLAB/DDN/network/dependencies,4,2
/NBICLAB/DDN/network/members,4,1
