time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-27 00:00:00+00:00,1.0,1.0,,
2022-03-29 00:00:00+00:00,,,9.0,3.0
2022-03-30 00:00:00+00:00,,,1.0,1.0
2022-04-03 00:00:00+00:00,11.0,6.0,15.0,2.0
2022-04-06 00:00:00+00:00,1.0,1.0,,
