time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-21 00:00:00+00:00,,,2.0,2.0
2022-09-22 00:00:00+00:00,1.0,1.0,,
2022-09-23 00:00:00+00:00,1.0,1.0,3.0,3.0
2022-09-25 00:00:00+00:00,,,16.0,2.0
2022-09-28 00:00:00+00:00,1.0,1.0,,
2022-09-30 00:00:00+00:00,,,13.0,4.0
2022-10-01 00:00:00+00:00,,,1.0,1.0
