url_path,views_total,views_unique
/NBICLAB/DDN,4,2
/NBICLAB/DDN/blob/main/README.md,3,1
/NBICLAB/DDN/edit/main/README.md,3,1
/nbiclab/ddn,2,2
/NBICLAB/DDN/blob/main/uci_example.ipynb,1,1
