time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-22 00:00:00+00:00,,,1,1
2022-04-23 00:00:00+00:00,,,2,1
2022-04-25 00:00:00+00:00,,,6,2
2022-05-02 00:00:00+00:00,1.0,1.0,22,4
2022-05-03 00:00:00+00:00,,,5,1
